1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17461,7233,1,0,1,567.3339,1698.9798,3,1698.9781,0.0017,28,41,0,45.8,0.00011,R,KSAPATGGVKKPHR,Y,Butyryl (K); Dimethyl KR (KR); Propionyl STY (STY),0.39000000020000.0,,,"1210: Sum of 2 scans. Range 4466 (rt=17.8367, f=2, i=1301) to 4467 (rt=17.8389, f=2, i=1302) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17630,7957,1,0,1,857.463,1712.9114,2,1712.921,-0.0096,28,41,0,39.76,0.00019,R,KSAPATGGVKKPHR,Y,Formyl (S); Formyl (T),0.05000600000000.0,,,"1934: Sum of 2 scans. Range 5979 (rt=22.5888, f=4, i=274) to 5982 (rt=22.5952, f=4, i=275) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17631,13817,1,0,1,857.4648,1712.915,2,1712.921,-0.006,28,41,0,25.22,0.0043,R,KSAPATGGVKKPHR,Y,Formyl (S); Formyl (T),0.05000600000000.0,,,"1727: Sum of 2 scans. Range 5814 (rt=22.5977, f=2, i=1633) to 5817 (rt=22.604, f=2, i=1634) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17632,2605,1,0,1,857.4662,1712.9179,2,1712.921,-0.0031,28,41,0,24.06,0.0097,R,KSAPATGGVKKPHR,Y,Acetyl (K); Butyryl (K); Formyl (S); Formyl (T),0.15000600020000.0,,,"2606: Sum of 2 scans. Range 7082 (rt=25.4396, f=3, i=1005) to 7084 (rt=25.444, f=3, i=1006) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17633,25402,1,0,1,857.4665,1712.9184,2,1712.921,-0.0026,28,41,0,29.56,0.0017,R,KSAPATGGVKKPHR,Y,Formyl (S); Formyl (T),0.05000600000000.0,,,"1907: Sum of 2 scans. Range 5929 (rt=22.6135, f=3, i=724) to 5931 (rt=22.6178, f=3, i=725) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17634,13836,1,0,1,857.4678,1712.921,2,1712.921,0,28,41,0,71.97,2.80E-07,R,KSAPATGGVKKPHR,Y,Formyl (S); Formyl (T),0.05000600000000.0,,,"1746: Sum of 2 scans. Range 5857 (rt=22.7376, f=2, i=1650) to 5859 (rt=22.7419, f=2, i=1651) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17635,7974,1,0,1,857.468,1712.9214,2,1712.921,0.0004,28,41,0,86.9,8.90E-09,R,KSAPATGGVKKPHR,Y,Formyl (S); Formyl (T),0.05000600000000.0,,,"1951: Scan 6019 (rt=22.7294, f=2, i=1762) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17636,2101,1,0,1,857.4682,1712.9217,2,1712.921,0.0007,28,41,0,30.67,0.0037,R,KSAPATGGVKKPHR,Y,Formyl (S); Formyl (T),0.05000600000000.0,,,"2102: Sum of 2 scans. Range 6085 (rt=22.5437, f=4, i=345) to 6088 (rt=22.5501, f=4, i=346) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17637,19455,1,0,1,857.4687,1712.9229,2,1712.921,0.0019,28,41,0,49.12,5.30E-05,R,KSAPATGGVKKPHR,Y,Formyl (S); Formyl (T),0.05000600000000.0,,,"1844: Sum of 2 scans. Range 5949 (rt=22.6074, f=3, i=714) to 5953 (rt=22.616, f=3, i=715) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17638,19478,1,0,1,857.4699,1712.9253,2,1712.921,0.0043,28,41,0,46.02,0.00011,R,KSAPATGGVKKPHR,Y,Formyl (S); Formyl (T),0.05000600000000.0,,,"1867: Sum of 2 scans. Range 6009 (rt=22.7989, f=2, i=1780) to 6011 (rt=22.8031, f=2, i=1781) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17643,2133,1,0,1,857.4791,1712.9436,2,1712.9574,-0.0138,28,41,0,47.7,0.00016,R,KSAPATGGVKKPHR,Y,Propionyl STY (STY),0.00000900000000.0,,,"2134: Sum of 2 scans. Range 6173 (rt=22.8255, f=2, i=1891) to 6175 (rt=22.8299, f=2, i=1892) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17646,19732,1,0,1,857.481,1712.9474,2,1712.9574,-0.01,28,41,0,30.53,0.0014,R,KSAPATGGVKKPHR,Y,Propionyl STY (STY),0.09000000000000.0,,,"2121: Sum of 4 scans. Range 6474 (rt=24.0974, f=2, i=1895) to 6489 (rt=24.1417, f=2, i=1900) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17648,14070,1,0,1,857.4813,1712.948,2,1712.9574,-0.0094,28,41,0,43.51,8.50E-05,R,KSAPATGGVKKPHR,Y,Propionyl STY (STY),0.09000000000000.0,,,"1980: Sum of 2 scans. Range 6319 (rt=24.0998, f=3, i=739) to 6321 (rt=24.1041, f=3, i=740) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17605,14168,1,0,1,857.4818,1712.9489,2,1712.9574,-0.0084,28,41,0,44.77,0.00024,R,KSAPATGGVKKPHR,Y,Propionyl STY (STY),0.00000900000000.0,,,"2078: Sum of 2 scans. Range 6541 (rt=24.8385, f=2, i=1869) to 6543 (rt=24.8428, f=2, i=1870) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17652,25871,1,0,1,857.482,1712.9494,2,1712.9574,-0.008,28,41,0,59.07,9.00E-06,R,KSAPATGGVKKPHR,Y,2 Butyryl (K); Formyl (S),0.25000000020000.0,,,"2376: Sum of 2 scans. Range 6892 (rt=25.5084, f=3, i=897) to 6894 (rt=25.5128, f=3, i=898) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17653,25929,1,0,1,857.482,1712.9494,2,1712.9574,-0.0079,28,41,0,41.26,0.00055,R,KSAPATGGVKKPHR,Y,2 Butyryl (K); Formyl (T),0.20000600020000.0,,,"2434: Sum of 2 scans. Range 7052 (rt=26.0206, f=3, i=935) to 7054 (rt=26.0249, f=3, i=936) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17654,8559,1,0,1,857.482,1712.9495,2,1712.9574,-0.0078,28,41,0,37.22,0.0014,R,KSAPATGGVKKPHR,Y,2 Butyryl (K); Formyl (T),0.20000600020000.0,,,"2536: Sum of 2 scans. Range 7149 (rt=25.9797, f=2, i=2066) to 7153 (rt=25.9882, f=2, i=2067) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17655,8359,1,0,1,857.4821,1712.9497,2,1712.9574,-0.0077,28,41,0,46.84,0.00015,R,KSAPATGGVKKPHR,Y,Propionyl STY (STY),0.00000900000000.0,,,"2336: Sum of 2 scans. Range 6754 (rt=24.8368, f=3, i=900) to 6757 (rt=24.8432, f=3, i=901) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17656,14078,1,0,1,857.4822,1712.9498,2,1712.9574,-0.0076,28,41,0,51.11,5.70E-05,R,KSAPATGGVKKPHR,Y,Propionyl STY (STY),0.09000000000000.0,,,"1988: Sum of 2 scans. Range 6348 (rt=24.2016, f=2, i=1792) to 6349 (rt=24.2038, f=2, i=1793) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17611,2466,1,0,1,857.4826,1712.9506,2,1712.9574,-0.0068,28,41,0,40.42,0.00066,R,KSAPATGGVKKPHR,Y,Propionyl STY (STY),0.00000900000000.0,,,"2467: Sum of 2 scans. Range 6845 (rt=24.797, f=4, i=429) to 6846 (rt=24.7991, f=4, i=430) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17657,8247,1,0,1,857.4828,1712.951,2,1712.9574,-0.0063,28,41,0,55.43,2.10E-05,R,KSAPATGGVKKPHR,Y,Propionyl STY (STY),0.09000000000000.0,,,"2224: Sum of 4 scans. Range 6508 (rt=24.0836, f=3, i=844) to 6532 (rt=24.1679, f=2, i=1887) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17609,19840,1,0,1,857.4838,1712.953,2,1712.9574,-0.0043,28,41,0,61.47,5.20E-06,R,KSAPATGGVKKPHR,Y,Propionyl STY (STY),0.00000900000000.0,,,"2229: Sum of 2 scans. Range 6711 (rt=24.8281, f=2, i=1981) to 6715 (rt=24.8366, f=2, i=1982) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17666,19983,1,0,1,857.485,1712.9554,2,1712.9574,-0.002,28,41,0,86.01,1.80E-08,R,KSAPATGGVKKPHR,Y,2 Butyryl (K); Formyl (S),0.25000000020000.0,,,"2372: Sum of 2 scans. Range 6953 (rt=25.5159, f=2, i=2043) to 6954 (rt=25.518, f=2, i=2044) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17667,25647,1,0,1,857.485,1712.9555,2,1712.9574,-0.0019,28,41,0,45.64,0.00014,R,KSAPATGGVKKPHR,Y,Propionyl STY (STY),0.09000000000000.0,,,"2152: Sum of 4 scans. Range 6434 (rt=24.12, f=2, i=1907) to 6443 (rt=24.1432, f=2, i=1910) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17668,2359,1,0,1,857.4854,1712.9561,2,1712.9574,-0.0012,28,41,0,33.05,0.0019,R,KSAPATGGVKKPHR,Y,Propionyl STY (STY),0.09000000000000.0,,,"2360: Sum of 2 scans. Range 6613 (rt=24.0726, f=2, i=2003) to 6614 (rt=24.0747, f=2, i=2004) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17669,25735,1,0,1,857.4854,1712.9562,2,1712.9574,-0.0012,28,41,0,59.23,8.70E-06,R,KSAPATGGVKKPHR,Y,Propionyl STY (STY),0.00000900000000.0,,,"2240: Sum of 4 scans. Range 6655 (rt=24.8491, f=4, i=355) to 6679 (rt=24.9124, f=2, i=2004) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17670,14303,1,0,1,857.4855,1712.9564,2,1712.9574,-0.001,28,41,0,59.95,7.40E-06,R,KSAPATGGVKKPHR,Y,2 Butyryl (K); Formyl (S),0.25000000020000.0,,,"2213: Sum of 2 scans. Range 6772 (rt=25.5106, f=2, i=1929) to 6774 (rt=25.5149, f=2, i=1930) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17671,14359,1,0,1,857.4856,1712.9566,2,1712.9574,-0.0008,28,41,0,55.91,1.40E-05,R,KSAPATGGVKKPHR,Y,2 Butyryl (K); Formyl (T),0.20000600020000.0,,,"2269: Sum of 4 scans. Range 6923 (rt=26.0221, f=3, i=856) to 6933 (rt=26.0484, f=2, i=1988) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17674,20040,1,0,1,857.4858,1712.957,2,1712.9574,-0.0004,28,41,0,54,2.20E-05,R,KSAPATGGVKKPHR,Y,2 Butyryl (K); Formyl (T),0.20000600020000.0,,,"2429: Sum of 4 scans. Range 7102 (rt=25.9861, f=3, i=928) to 7125 (rt=26.0446, f=2, i=2103) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17675,25462,1,0,1,857.4858,1712.9571,2,1712.9574,-0.0003,28,41,0,27.66,0.0097,R,KSAPATGGVKKPHR,Y,2 Butyryl (K); Dimethyl KR (KR); Formyl (K); Formyl (S),0.45000000022003.0,,,"1967: Scan 6093 (rt=23.138, f=2, i=1824) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17679,13200,1,0,1,571.9932,1712.9579,3,1712.9574,0.0005,28,41,0,32.76,0.003,R,KSAPATGGVKKPHR,Y,Propionyl STY (STY),0.00000900000000.0,,,"1110: Sum of 2 scans. Range 4367 (rt=17.8514, f=2, i=1185) to 4368 (rt=17.8535, f=2, i=1186) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17682,18787,1,0,1,571.9934,1712.9583,3,1712.9574,0.0009,28,41,0,40.47,0.00051,R,KSAPATGGVKKPHR,Y,Dimethyl KR (KR); Formyl (S); Propionyl STY (STY),0.35000900000000.0,,,"1176: Sum of 2 scans. Range 4466 (rt=17.8911, f=2, i=1303) to 4468 (rt=17.8953, f=2, i=1304) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17685,2624,1,0,1,857.4876,1712.9606,2,1712.9574,0.0033,28,41,0,87.66,9.70E-09,R,KSAPATGGVKKPHR,Y,2 Butyryl (K); Formyl (S),0.25000000020000.0,,,"2625: Scan 7126 (rt=25.5793, f=3, i=1014) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17693,25888,1,0,1,857.4905,1712.9664,2,1712.9574,0.009,28,41,0,80.36,5.20E-08,R,KSAPATGGVKKPHR,Y,2 Butyryl (K); Formyl (S),0.25000000020000.0,,,"2393: Scan 6947 (rt=25.6989, f=2, i=2070) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17893,2583,1,0,1,864.4749,1726.9352,2,1726.9367,-0.0015,28,41,0,33.33,0.0019,R,KSAPATGGVKKPHR,Y,Butyryl (K); Formyl (S); Formyl (T),0.25000600000000.0,,,"2584: Sum of 2 scans. Range 7022 (rt=25.2328, f=2, i=2103) to 7023 (rt=25.2349, f=2, i=2104) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17896,8471,1,0,1,864.4776,1726.9407,2,1726.9367,0.004,28,41,0,59.04,4.20E-06,R,KSAPATGGVKKPHR,Y,Butyryl (K); Formyl (S); Formyl (T),0.25000600000000.0,,,"2448: Sum of 4 scans. Range 6926 (rt=25.2735, f=2, i=1985) to 6948 (rt=25.3293, f=2, i=1990) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17903,19959,1,0,1,864.4842,1726.9539,2,1726.9367,0.0172,28,41,0,46.32,8.70E-05,R,KSAPATGGVKKPHR,Y,Butyryl (K); Formyl (S); Formyl (T),0.25000600000000.0,,,"2348: Sum of 2 scans. Range 6899 (rt=25.3371, f=2, i=2018) to 6900 (rt=25.3393, f=2, i=2019) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17908,14573,1,0,1,864.4871,1726.9596,2,1726.973,-0.0134,28,41,0,40.56,0.00068,R,KSAPATGGVKKPHR,Y,Butyryl (K); Propionyl STY (STY),0.20000900000000.0,,,"2483: Sum of 4 scans. Range 7382 (rt=27.4438, f=3, i=928) to 7393 (rt=27.4795, f=2, i=2137) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17909,26060,1,0,1,864.4884,1726.9622,2,1726.973,-0.0108,28,41,0,42.66,0.00043,R,KSAPATGGVKKPHR,Y,Butyryl (K); Propionyl STY (STY),0.29000000000000.0,,,"2565: Sum of 4 scans. Range 7294 (rt=26.7204, f=3, i=978) to 7304 (rt=26.7543, f=2, i=2182) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17916,14513,1,0,1,864.4902,1726.9658,2,1726.973,-0.0072,28,41,0,32.15,0.00097,R,KSAPATGGVKKPHR,Y,Butyryl (K); Propionyl STY (STY),0.29000000000000.0,,,"2423: Sum of 2 scans. Range 7199 (rt=26.8332, f=2, i=2056) to 7201 (rt=26.8374, f=2, i=2057) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17918,24524,1,0,1,576.6627,1726.9662,3,1726.973,-0.0068,28,41,0,39.56,0.0002,R,KSAPATGGVKKPHR,Y,Acetyl (K); 2 Butyryl (K); Dimethyl KR (KR); Formyl (S),0.15000000022003.0,,,"1029: Sum of 2 scans. Range 3922 (rt=16.1321, f=2, i=1107) to 3925 (rt=16.1385, f=2, i=1108) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17921,20189,1,0,1,864.4907,1726.9669,2,1726.973,-0.0061,28,41,0,33.98,0.00065,R,KSAPATGGVKKPHR,Y,Butyryl (K); Propionyl STY (STY),0.29000000000000.0,,,"2578: Sum of 4 scans. Range 7351 (rt=26.7015, f=2, i=2152) to 7357 (rt=26.7185, f=2, i=2155) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17923,2807,1,0,1,864.4915,1726.9685,2,1726.973,-0.0045,28,41,0,43.32,0.00011,R,KSAPATGGVKKPHR,Y,Butyryl (K); Propionyl STY (STY),0.29000000000000.0,,,"2808: Sum of 4 scans. Range 7501 (rt=26.6658, f=4, i=500) to 7511 (rt=26.6954, f=2, i=2251) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17926,14292,1,0,1,864.4918,1726.9691,2,1726.973,-0.0039,28,41,0,31.2,0.0039,R,KSAPATGGVKKPHR,Y,Acetyl (K); 2 Butyryl (K); Dimethyl KR (KR); Formyl (S),0.15000000022003.0,,,"2202: Scan 6749 (rt=25.4362, f=2, i=1922) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17927,18556,1,0,1,576.6636,1726.9691,3,1726.973,-0.0039,28,41,0,26.23,0.0035,R,KSAPATGGVKKPHR,Y,Acetyl (K); 2 Butyryl (K); Dimethyl KR (KR); Formyl (S),0.15000000022003.0,,,"945: Sum of 2 scans. Range 3918 (rt=16.1006, f=2, i=1085) to 3919 (rt=16.1028, f=2, i=1086) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17935,8712,1,0,1,864.4925,1726.9704,2,1726.973,-0.0027,28,41,0,47.05,3.90E-05,R,KSAPATGGVKKPHR,Y,Butyryl (K); Propionyl STY (STY),0.29000000000000.0,,,"2689: Sum of 4 scans. Range 7412 (rt=26.6939, f=3, i=1004) to 7433 (rt=26.7767, f=2, i=2128) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
1,,H31_BOVIN,sp|P68432|H31_BOVIN Histone H3.1 OS=Bos taurus OX=9913 PE=1 SV=2,16047,16179,640,640,10,10,17938,1163,1,0,1,576.6644,1726.9713,3,1726.973,-0.0018,28,41,0,29.95,0.0016,R,KSAPATGGVKKPHR,Y,Acetyl (K); 2 Butyryl (K); Dimethyl KR (KR); Formyl (S),0.15000000022003.0,,,"1164: Sum of 2 scans. Range 4022 (rt=16.0497, f=6, i=23) to 4028 (rt=16.0625, f=6, i=24) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
